Easting,Northing,Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category
186321,216738,Peat,Peat soils,70.9,1011,Peat
195162,72874,Coarse loamy,Brown Earth: Well drained mineral soils,15.8,1063,Poorly Drained
196664,163971,Fine loamy,Brown Earth: Well drained mineral soils,249.6,1420,Well Drained
141376,267571,Fine loamy,Luvisol: Well drained mineral soils,55.9,1238,Well Drained
104063,227597,Peat,Peat soils,101.3,1472,Peat
252189,433822,Loamy,Brown Podzolic: Well drained acid mineral soil,97,1357,Poorly Drained
271415,221534,Fine loamy,Luvisol: Well drained mineral soils,92,876,Well Drained
236435,97614,Fine loamy,Brown Earth: Well drained mineral soils,64.6,1165,Well Drained
311620,208951,Peat,Peat soils,547,2029,Peat
294874,234366,Fine loamy,Luvisol: Well drained mineral soils,78.5,791,Well Drained
89382,53241,Peat,Lithosols: Stony mineral soils often overlying bedrock,212,2253,Poorly Drained
173547,63873,Coarse loamy,Brown Earth: Well drained mineral soils,32,1131,Well Drained
171135,267325,Peat,Peat soils,59.3,1101,Peat
158499,64715,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,165.1,1294,Well Drained
244642,221024,Fine loamy,Groundwater Gley: Poorly drained mineral soil,82.8,891,Well Drained
255125,98836,Fine loamy,Brown Earth: Well drained mineral soils,47,947,Poorly Drained
138866,309856,Peat,Peat soils,83.8,1491,Well Drained
180487,284340,Fine loamy,Luvisol: Well drained mineral soils,130.5,1193,Poorly Drained
116900,322799,Coarse loamy,Brown Earth: Well drained mineral soils,27.6,1264,Well Drained
267935,137209,Fine loamy,Brown Earth: Well drained mineral soils,171.4,1088,Well Drained
147808,129836,Clayey,Surface-water Gley: Poorly drained mineral soil,95.8,1014,Poorly Drained
238114,428069,Peat,Peat soils,115.9,1375,Poorly Drained
98155,158459,Fine loamy,Surface-water Gley: Poorly drained mineral soil,12.7,1172,Poorly Drained
240712,300465,Fine loamy,Surface-water Gley: Poorly drained mineral soil,78.5,1045,Poorly Drained
237795,221440,All,River alluvium,70.7,903,Poorly Drained
119524,261511,Fine loamy,Brown Earth: Well drained mineral soils,34.8,1321,Well Drained
169264,158893,All,River alluvium,30.5,1072,AlluvMIN
301038,128141,Fine loamy,Luvisol: Well drained mineral soils,46.3,1055,Poorly Drained
120256,157364,Peat,Peat soils,69.4,1200,Peat
247452,185481,Fine loamy,Luvisol: Well drained mineral soils,166.6,998,Poorly Drained
200745,243250,Peat,Peat soils,44.9,945,Peat
195757,217264,Peat,Peat soils,44.5,912,Peat
209338,143911,Fine loamy,Luvisol: Well drained mineral soils,112.9,972,Well Drained
158102,315344,Peat,Peat soils,67.4,1275,Well Drained
189435,80747,Fine loamy,Brown Earth: Well drained mineral soils,151.8,1271,Well Drained
218087,175265,Peat,Peat soils,125.2,952,Peat
166850,109978,Coarse loamy,Brown Earth: Well drained mineral soils,82.1,1052,Well Drained
117440,298285,Loamy,Podzols: Well drained acid mineral soil,65.2,1474,Poorly Drained
159332,97477,Fine loamy,Brown Earth: Well drained mineral soils,127.4,1158,Well Drained
273012,230757,Peat,Peat soils,84.9,848,Peat
116207,307520,Peat,Peat soils,16.14557,1444,Peat
143492,152751,Fine loamy,Brown Earth: Well drained mineral soils,17.4,996,Well Drained
101114,279309,Peat,Peat soils,36.4,1591,Peat
121616,154268,Fine loamy,Brown Podzolic: Well drained acid mineral soil,47,1136,Well Drained
96443,251433,Peat,Peat soils,33,2487,Peat
112669,326033,Coarse loamy,Brown Earth: Well drained mineral soils,41.4,1369,Well Drained
59580,81650,Peat,Peat soils,425,2678,Peat
128615,62599,Peat,Peat soils,210.7,1687,Poorly Drained
201052,145635,Peat,Peat soils,93.2,1004,Peat
241824,154169,Fine loamy,Surface-water Gley: Poorly drained mineral soil,135.9,1005,Poorly Drained
209996,394655,Loamy,Brown Podzolic: Well drained acid mineral soil,157,1496,Poorly Drained
78357,90858,Peat,Peat soils,78,1636,Peat
154419,194088,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,109.5,1167,Poorly Drained
128319,87963,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,199.2,1705,Well Drained
134421,224379,Fine loamy,Brown Earth: Well drained mineral soils,25.3,1147,Well Drained
323148,241494,Fine loamy,Luvisol: Well drained mineral soils,6.6,722,Poorly Drained
105743,133324,All,River alluvium,52.8,1204,AlluvMIN
271773,238747,Fine loamy,Luvisol: Well drained mineral soils,83.5,867,Poorly Drained
236899,313633,Fine loamy,Luvisol: Well drained mineral soils,54.2,1010,Poorly Drained
185213,179330,All,River alluvium,50.8,999,AlluvMIN
123805,80552,Peat,Peat soils,270,1936,Poorly Drained
113359,254747,Fine loamy,Brown Earth: Well drained mineral soils,7.481392,1463,Well Drained
207034,268343,Peat,Peat soils,44.8,970,Peat
223885,127893,Fine loamy,Brown Earth: Well drained mineral soils,40.9,1145,Poorly Drained
185339,137718,Fine loamy,Luvisol: Well drained mineral soils,106,1091,Well Drained
125353,174707,Fine loamy,Surface-water Gley: Poorly drained mineral soil,62.6,1466,Poorly Drained
90366,36160,Peat,Peat soils,86,1523,Poorly Drained
239160,266945,Peat,Peat soils,67.5,950,Peat
170394,231285,Coarse loamy,Brown Earth: Well drained mineral soils,102.9,1151,Well Drained
203331,371656,Peat,Peat soils,206.1,1642,Peat
73847,256318,Peat,Lithosols: Stony mineral soils often overlying bedrock,149,2031,Poorly Drained
201484,89556,Fine loamy,Brown Earth: Well drained mineral soils,133.9,1261,Well Drained
147641,302610,Peat,Peat soils,67.8,1213,Peat
211795,376870,Peat,Peat soils,127,1789,Peat
259407,158346,Fine loamy,Luvisol: Well drained mineral soils,119.6,868,Poorly Drained
104847,166400,Fine loamy,Brown Podzolic: Well drained acid mineral soil,45,1265,Well Drained
299152,126937,Fine loamy,Surface-water Gley: Poorly drained mineral soil,55.2,1088,Well Drained
188148,261499,Peat,Peat soils,39.3,1028,Peat
120238,50924,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,136.5,1868,Well Drained
179790,326016,Peat,Peat soils,96,1255,Peat
102696,223427,Peat,Peat soils,55.6,1338,Peat
268615,126771,Fine loamy,Brown Earth: Well drained mineral soils,48.6,1080,Well Drained
275556,218720,All,River alluvium,76.4,880,AlluvMIN
123788,89776,Fine loamy,Luvisol: Well drained mineral soils,152.2,1647,Well Drained
180894,328030,Loamy,Surface-water Gley: Poorly drained mineral soil,66,1234,Poorly Drained
272217,336522,Fine loamy,Brown Earth: Well drained mineral soils,44.1,896,Well Drained
309848,193150,Peat,Peat soils,425,2048,Poorly Drained
155349,128083,All,River alluvium,60.9,904,Well Drained
81540,52112,Peat,Peat soils,31.7,2250,Well Drained
196336,176805,Fine loamy,Luvisol: Well drained mineral soils,116.8,1034,Well Drained
113068,223166,Peat,Lithosols: Stony mineral soils often overlying bedrock,27.5,1389,Well Drained
165908,238639,Fine loamy,Brown Earth: Well drained mineral soils,102.7,1171,Poorly Drained
227778,389941,Loamy,Brown Podzolic: Well drained acid mineral soil,152,1191,Poorly Drained
154323,206640,Coarse loamy,Brown Earth: Well drained mineral soils,106.3,1292,Poorly Drained
160792,319649,Fine loamy,Luvisol: Well drained mineral soils,102.1,1299,AlluvMIN
260822,258460,Fine loamy,Luvisol: Well drained mineral soils,92.7,927,Well Drained
308458,151010,All,River alluvium,64.5,1058,AlluvMIN
163223,149557,Fine loamy,Luvisol: Well drained mineral soils,74,984,Well Drained
268153,237827,Peat,Peat soils,90,870,Peat
281973,266560,Fine loamy,Surface-water Gley: Poorly drained mineral soil,74.2,900,Poorly Drained
162947,257696,Coarse loamy,Brown Earth: Well drained mineral soils,91.3,1099,Well Drained
184973,170640,Fine loamy,Brown Earth: Well drained mineral soils,220.1,1238,Well Drained
200479,242780,Peat,Peat soils,47.8,951,Peat
267472,178219,Loamy,Surface-water Gley: Poorly drained mineral soil,90.7,1039,Poorly Drained
177421,55902,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,53.7,1078,Well Drained
221631,233739,All,River alluvium,54,900,AlluvMIN
102070,243155,Peat,Peat soils,104.4,1749,Peat
170429,315196,Fine loamy,Surface-water Gley: Poorly drained mineral soil,100.2,1197,Well Drained
133358,288084,Coarse loamy,Brown Earth: Well drained mineral soils,64.2,1282,Poorly Drained
285433,244475,Fine loamy,Surface-water Gley: Poorly drained mineral soil,112.7,894,Poorly Drained
165795,78737,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,147,1199,Well Drained
130307,60712,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,124.9,1661,Well Drained
178697,246664,Peat,Peat soils,51.8,1039,Peat
229040,430356,Peat,Lithosols: Stony mineral soils often overlying bedrock,119.7,1208,Well Drained
175689,356570,All,River alluvium,38.5,1136,AlluvMIN
210944,205727,Fine loamy,Luvisol: Well drained mineral soils,68.7,850,Well Drained
98626,241632,Peat,Peat soils,41.2,1696,Peat
205769,158660,Fine loamy,Luvisol: Well drained mineral soils,101.1,999,Well Drained
126717,286038,Coarse loamy,Brown Earth: Well drained mineral soils,59.8,1290,Poorly Drained
143452,110183,Fine loamy,Surface-water Gley: Poorly drained mineral soil,170.9,1109,Poorly Drained
162294,142383,Peat,Peat soils,59.8,966,Peat
163158,231050,Coarse loamy,Brown Earth: Well drained mineral soils,83.4,1136,Poorly Drained
181168,77925,Fine loamy,Brown Earth: Well drained mineral soils,161.7,1257,Well Drained
222732,430388,Peat,Peat soils,172,1311,Peat
229413,318442,Fine loamy,Surface-water Gley: Poorly drained mineral soil,59.5,1127,Poorly Drained
217007,119947,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,132.1,1009,Poorly Drained
172694,306869,Peat,Peat soils,124,1196,Peat
158843,243672,Coarse loamy,Brown Earth: Well drained mineral soils,79,1142,Well Drained
225784,86437,Loamy,Podzols: Well drained acid mineral soil,208,1303,Poorly Drained
245163,261302,Fine loamy,Luvisol: Well drained mineral soils,114.7,993,Well Drained
277606,227029,Peat,Peat soils,83.1,844,Peat
245207,118471,Loamy,Podzols: Well drained acid mineral soil,148.2,1183,Poorly Drained
147014,123420,Clayey,Surface-water Gley: Poorly drained mineral soil,88,941,Well Drained
309752,109710,Coarse loamy,Brown Earth: Well drained mineral soils,30,869,Well Drained
120723,88170,Peat,Peat soils,308,1968,Water
260335,445967,Loamy,Brown Podzolic: Well drained acid mineral soil,108,1190,Poorly Drained
181781,256692,Fine loamy,Luvisol: Well drained mineral soils,60.4,1016,Well Drained
142470,301328,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,75.5,1270,Poorly Drained
152467,255769,Coarse loamy,Brown Earth: Well drained mineral soils,80.9,1149,Well Drained
95409,270591,Peat,Peat soils,95.1,2120,Poorly Drained
231996,142049,Fine loamy,Luvisol: Well drained mineral soils,85.8,975,Well Drained
143404,52940,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,93,1391,Well Drained
292751,300112,Fine loamy,Brown Earth: Well drained mineral soils,25.6,793,Well Drained
106996,238241,Peat,Peat soils,245.7,1724,Peat
193640,147099,Fine loamy,Brown Earth: Well drained mineral soils,165.7,1159,Well Drained
83983,53062,Peat,Peat soils,88.7,2293,Peat
217264,227608,Peat,Peat soils,47.8,883,Peat
261041,309671,Fine loamy,Surface-water Gley: Poorly drained mineral soil,96.1,1050,Poorly Drained
290733,229096,All,River alluvium,63.2,804,Well Drained
257951,245221,Fine loamy,Luvisol: Well drained mineral soils,81.3,892,Well Drained
302876,185398,Peat,Lithosols: Stony mineral soils often overlying bedrock,261,1413,Well Drained
265008,138157,Fine loamy,Brown Earth: Well drained mineral soils,124.6,1073,Well Drained
198789,324513,Fine loamy,Surface-water Gley: Poorly drained mineral soil,55,1159,Poorly Drained
113797,273698,All,River alluvium,16.9,1467,AlluvMIN
222715,412036,All,River alluvium,2,1157,AlluvMIN
152285,89157,Fine loamy,Surface-water Gley: Poorly drained mineral soil,176.7,1425,Well Drained
185662,224199,Fine loamy,Luvisol: Well drained mineral soils,54.9,985,Well Drained
137311,76910,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,174.6,1356,Well Drained
78374,117223,Fine loamy,Surface-water Gley: Poorly drained mineral soil,66.1,1237,Well Drained
95992,108569,Peat,Peat soils,14.9,1278,Peat
172697,352767,Peat,Peat soils,47.1,1169,Peat
193537,248678,Fine loamy,Luvisol: Well drained mineral soils,72.2,1008,Poorly Drained
301760,156634,Fine loamy,Brown Earth: Well drained mineral soils,182.4,1216,Well Drained
108199,302348,Peat,Peat soils,55.5,1755,Peat
327373,190661,Fine loamy,Brown Earth: Well drained mineral soils,49.4,1086,Poorly Drained
167338,176553,Fine loamy,Brown Earth: Well drained mineral soils,161.3,1364,Well Drained
288427,132798,Fine loamy,Brown Earth: Well drained mineral soils,80,1139,Well Drained
321457,183353,Fine loamy,Brown Earth: Well drained mineral soils,190.3,1254,Well Drained
200652,197257,Fine loamy,Luvisol: Well drained mineral soils,70.9,974,Well Drained
90128,78682,Peat,Peat soils,337.3,2605,Peat
105563,144405,Peat,Peat soils,62.7,1115,Peat
179616,216832,Peat,Peat soils,58.4,1031,Poorly Drained
266038,259703,Peat,Peat soils,74.2,889,Peat
141256,232383,Fine loamy,Brown Earth: Well drained mineral soils,19.7,1160,Well Drained
225184,279888,Peat,Peat soils,65,1044,Peat
242994,275384,Peat,Peat soils,62.2,970,Peat
244849,230667,Fine loamy,Luvisol: Well drained mineral soils,104.8,913,Poorly Drained
268220,249761,Fine loamy,Luvisol: Well drained mineral soils,66.47039,867,Well Drained
119921,248873,Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",7.6,1248,Well Drained
137631,222702,Fine loamy,Brown Earth: Well drained mineral soils,4.3,1084,Well Drained
192586,319668,Peat,Peat soils,243.3,1438,Poorly Drained
159055,211880,Fine loamy,Brown Earth: Well drained mineral soils,93.6,1282,Well Drained
185576,294504,Peat,Peat soils,93.4,1163,Peat
187640,178343,All,River alluvium,49.6,962,Poorly Drained
302464,301552,Fine loamy,Brown Earth: Well drained mineral soils,19.7,809,Well Drained
235280,115725,Fine loamy,Brown Earth: Well drained mineral soils,100.1,1318,Well Drained
328775,205743,Fine loamy,Brown Earth: Well drained mineral soils,39,952,Poorly Drained
315976,271501,Fine loamy,Luvisol: Well drained mineral soils,14.6,705,Well Drained
239561,265128,Peat,Peat soils,62.7,963,Peat
149476,133431,Fine loamy,Luvisol: Well drained mineral soils,114.4,1037,Well Drained
95849,332420,Peat,Peat soils,181.5,1713,Peat
151257,249962,Fine loamy,Luvisol: Well drained mineral soils,50.7,1118,Well Drained
216974,305514,Fine loamy,Surface-water Gley: Poorly drained mineral soil,76.6,1181,Poorly Drained
133593,150374,Fine loamy,Brown Earth: Well drained mineral soils,11.3,994,Well Drained
161099,123968,Fine loamy,Luvisol: Well drained mineral soils,106.2,989,Well Drained
277613,316651,Fine loamy,Brown Earth: Well drained mineral soils,178.2,1078,Well Drained
236026,151112,Fine loamy,Luvisol: Well drained mineral soils,149.2,1058,Well Drained
192653,138376,Fine loamy,Luvisol: Well drained mineral soils,101.8,1095,Well Drained
284792,153953,Loamy,Podzols: Well drained acid mineral soil,376.2,1213,Poorly Drained
177483,279720,Fine loamy,Luvisol: Well drained mineral soils,130.7,1179,Poorly Drained
268729,345468,Fine loamy,Surface-water Gley: Poorly drained mineral soil,53.8,972,Poorly Drained
79967,57133,Peat,Peat soils,283.7,2424,Peat
249265,318066,Fine loamy,Surface-water Gley: Poorly drained mineral soil,127.7,1033,Poorly Drained
153671,110732,Clayey,Surface-water Gley: Poorly drained mineral soil,89,995,Poorly Drained
52098,79707,Peat,Peat soils,50.1,1904,Peat
181394,383405,Peat,Peat soils,206.8,1862,Peat
173711,197568,Peat,Peat soils,79,1139,Poorly Drained
97233,233727,Peat,Peat soils,12.1,1367,Peat
265885,262880,Clayey,Surface-water Gley: Poorly drained mineral soil,79.8,902,Poorly Drained
208797,315361,Fine loamy,Surface-water Gley: Poorly drained mineral soil,167.8,1403,Poorly Drained
287781,134168,Fine loamy,Brown Earth: Well drained mineral soils,73,1136,Well Drained
147327,298855,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,102.9,1291,Well Drained
266732,347297,Fine loamy,Surface-water Gley: Poorly drained mineral soil,79.1,1017,Poorly Drained
311371,239290,Fine loamy,Luvisol: Well drained mineral soils,65.7,811,Well Drained
122037,255526,Fine loamy,Brown Earth: Well drained mineral soils,26.7,1269,Well Drained
258674,270136,Fine loamy,Luvisol: Well drained mineral soils,112.8,1020,Well Drained
123778,247404,Fine loamy,Brown Earth: Well drained mineral soils,21.4,1222,Well Drained
225780,240132,Peat,Peat soils,69.7,944,Peat
151591,68570,Coarse loamy,Brown Earth: Well drained mineral soils,45.5,1162,Well Drained
71806,261847,Peat,Peat soils,109,1510,Peat
132998,154620,Fine loamy,Luvisol: Well drained mineral soils,1.9,970,Well Drained
232386,406417,Loamy,Brown Podzolic: Well drained acid mineral soil,123,1098,Well Drained
193648,430892,Peat,Peat soils,50,1455,Poorly Drained
233371,247522,Fine loamy,Luvisol: Well drained mineral soils,113.3,1052,Well Drained
161259,139340,Fine loamy,Brown Earth: Well drained mineral soils,82.4,935,Well Drained
169032,65702,Fine loamy,Brown Earth: Well drained mineral soils,134,1206,Well Drained
159002,240589,Coarse loamy,Brown Earth: Well drained mineral soils,76.4,1162,Well Drained
167696,197144,Peat,Peat soils,196.4,1366,Peat
170649,305332,Fine loamy,Surface-water Gley: Poorly drained mineral soil,97.6,1202,Poorly Drained
112658,29652,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,17.1,1267,Well Drained
255997,109370,Fine loamy,Brown Earth: Well drained mineral soils,28.2,1082,Poorly Drained
286803,216154,Fine loamy,Luvisol: Well drained mineral soils,109.8,876,Well Drained
229377,224139,All,River alluvium,52,873,AlluvMIN
221445,392289,Loamy,Brown Podzolic: Well drained acid mineral soil,61.6,1256,Poorly Drained
